source_ip,destination_ip,source_port,destination_port,protocol,start_time,last_seen,min_packet_size,max_packet_size,total_packet_size,packet_count,total_bytes,syn_count,ack_count,fin_count,rst_count,psh_count,duration,average_size,packets_per_second,bytes_per_second
172.16.82.39,34.54.84.110,51784.0,443.0,6,2026-08-26 21:15:03.097573,2026-08-26 21:15:03.473180,54,131,530,5,431,0,5,0,0,3,0.375607,106.0,13.31178598907901,1147.4759522586107
172.16.82.57,239.255.255.250,42299.0,1900.0,17,2026-08-26 21:15:03.733859,2026-08-26 21:15:03.734851,482,538,1993,3,1511,0,0,0,0,0,0.000992,664.3333333333334,3024.1935483870966,1523185.4838709678
172.16.82.39,8.8.4.4,60546.0,443.0,6,2026-08-26 21:15:03.737305,2026-08-26 21:15:03.752358,55,66,176,2,121,0,2,0,0,0,0.015053,88.0,132.86388095396265,8038.264797714741
172.16.82.57,239.255.255.250,53436.0,1900.0,17,2026-08-26 21:15:03.737774,2026-08-26 21:15:03.737774,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,47205.0,1900.0,17,2026-08-26 21:15:03.738237,2026-08-26 21:15:03.738237,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,57763.0,1900.0,17,2026-08-26 21:15:03.739050,2026-08-26 21:15:03.739050,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.57,239.255.255.250,41322.0,1900.0,17,2026-08-26 21:15:03.837049,2026-08-26 21:15:03.838006,482,538,1993,3,1511,0,0,0,0,0,0.000957,664.3333333333334,3134.7962382445144,1578892.3719958204
172.16.82.57,239.255.255.250,39556.0,1900.0,17,2026-08-26 21:15:03.839041,2026-08-26 21:15:03.839041,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,37888.0,1900.0,17,2026-08-26 21:15:03.839470,2026-08-26 21:15:03.839470,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,60206.0,1900.0,17,2026-08-26 21:15:03.839956,2026-08-26 21:15:03.839956,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,44630.0,1900.0,17,2026-08-26 21:15:04.576382,2026-08-26 21:15:04.577745,482,538,1993,3,1511,0,0,0,0,0,0.001363,664.3333333333334,2201.0271460014674,1108584.0058694056
172.16.82.58,239.255.255.250,58340.0,1900.0,17,2026-08-26 21:15:04.578158,2026-08-26 21:15:04.578158,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,33198.0,1900.0,17,2026-08-26 21:15:04.578621,2026-08-26 21:15:04.578621,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,43127.0,1900.0,17,2026-08-26 21:15:04.579188,2026-08-26 21:15:04.579188,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,44387.0,1900.0,17,2026-08-26 21:15:04.673763,2026-08-26 21:15:04.675065,482,538,1993,3,1511,0,0,0,0,0,0.001302,664.3333333333334,2304.147465437788,1160522.2734254992
172.16.82.58,239.255.255.250,46203.0,1900.0,17,2026-08-26 21:15:04.675546,2026-08-26 21:15:04.675546,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,39621.0,1900.0,17,2026-08-26 21:15:04.676086,2026-08-26 21:15:04.676086,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,52584.0,1900.0,17,2026-08-26 21:15:04.676615,2026-08-26 21:15:04.676615,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.39,34.54.84.110,54322.0,443.0,6,2026-08-26 21:15:04.855275,2026-08-26 21:15:04.936009,55,66,176,2,121,0,2,0,0,0,0.080734,88.0,24.77271038224292,1498.7489781256968
172.16.82.58,224.0.0.251,5353.0,5353.0,17,2026-08-26 21:15:05.468404,2026-08-26 21:15:05.586692,440,1093,1973,2,1533,0,0,0,0,0,0.118288,986.5,16.907885837954822,12959.89449479237
172.16.82.57,239.255.255.250,40640.0,1900.0,17,2026-08-26 21:15:05.732320,2026-08-26 21:15:05.733648,482,538,1993,3,1511,0,0,0,0,0,0.001328,664.3333333333334,2259.0361445783133,1137801.2048192772
172.16.82.57,239.255.255.250,38565.0,1900.0,17,2026-08-26 21:15:05.734302,2026-08-26 21:15:05.734302,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,33263.0,1900.0,17,2026-08-26 21:15:05.734838,2026-08-26 21:15:05.734838,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,52312.0,1900.0,17,2026-08-26 21:15:05.735324,2026-08-26 21:15:05.735324,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.57,239.255.255.250,42282.0,1900.0,17,2026-08-26 21:15:05.834866,2026-08-26 21:15:05.836045,482,538,1993,3,1511,0,0,0,0,0,0.001179,664.3333333333334,2544.5292620865143,1281594.5716709075
172.16.82.57,239.255.255.250,60741.0,1900.0,17,2026-08-26 21:15:05.836531,2026-08-26 21:15:05.836531,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,54163.0,1900.0,17,2026-08-26 21:15:05.836988,2026-08-26 21:15:05.836988,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,32919.0,1900.0,17,2026-08-26 21:15:05.837837,2026-08-26 21:15:05.837837,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,55635.0,1900.0,17,2026-08-26 21:15:06.569633,2026-08-26 21:15:06.570971,482,538,1993,3,1511,0,0,0,0,0,0.001338,664.3333333333334,2242.152466367713,1129297.4588938714
172.16.82.58,239.255.255.250,42682.0,1900.0,17,2026-08-26 21:15:06.571350,2026-08-26 21:15:06.571350,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,58577.0,1900.0,17,2026-08-26 21:15:06.571715,2026-08-26 21:15:06.571715,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,50471.0,1900.0,17,2026-08-26 21:15:06.572109,2026-08-26 21:15:06.572109,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,46151.0,1900.0,17,2026-08-26 21:15:06.670366,2026-08-26 21:15:06.671518,482,538,1993,3,1511,0,0,0,0,0,0.001152,664.3333333333334,2604.1666666666665,1311631.9444444445
172.16.82.58,239.255.255.250,53321.0,1900.0,17,2026-08-26 21:15:06.671958,2026-08-26 21:15:06.671958,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,53881.0,1900.0,17,2026-08-26 21:15:06.672409,2026-08-26 21:15:06.672409,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,42890.0,1900.0,17,2026-08-26 21:15:06.672826,2026-08-26 21:15:06.672826,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.39,172.217.118.4,65035.0,443.0,6,2026-08-26 21:15:06.771701,2026-08-26 21:15:06.792524,55,66,176,2,121,0,2,0,0,0,0.020823,88.0,96.04763962925611,5810.882197569995
172.16.82.39,172.16.40.3,54165.0,53.0,17,2026-08-26 21:15:07.590688,2026-08-26 21:15:07.598309,76,182,334,2,258,0,0,0,0,0,0.007621,167.0,262.4327516074006,33853.82495735468
172.16.82.39,117.239.91.24,56291.0,80.0,6,2026-08-26 21:15:07.598957,2026-08-26 21:15:10.607496,66,66,264,3,198,3,0,0,0,0,3.008539,88.0,0.9971617452856686,65.81267518885413
172.16.82.39,117.239.91.24,56292.0,80.0,6,2026-08-26 21:15:07.599300,2026-08-26 21:15:10.600444,66,66,264,3,198,3,0,0,0,0,3.001144,88.0,0.9996188120263473,65.97484159373892
172.16.82.39,117.239.91.16,56293.0,80.0,6,2026-08-26 21:15:07.602982,2026-08-26 21:15:10.607078,66,66,264,3,198,3,0,0,0,0,3.004096,88.0,0.9986365282600822,65.91001086516542
172.16.82.57,239.255.255.250,39872.0,1900.0,17,2026-08-26 21:15:07.741465,2026-08-26 21:15:07.742480,482,538,1993,3,1511,0,0,0,0,0,0.001015,664.3333333333334,2955.6650246305417,1488669.9507389162
172.16.82.57,239.255.255.250,35952.0,1900.0,17,2026-08-26 21:15:07.742860,2026-08-26 21:15:07.742860,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,60365.0,1900.0,17,2026-08-26 21:15:07.743412,2026-08-26 21:15:07.743412,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,48951.0,1900.0,17,2026-08-26 21:15:07.743849,2026-08-26 21:15:07.743849,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.57,239.255.255.250,38363.0,1900.0,17,2026-08-26 21:15:07.834472,2026-08-26 21:15:07.835642,482,538,1993,3,1511,0,0,0,0,0,0.00117,664.3333333333334,2564.102564102564,1291452.9914529915
172.16.82.57,239.255.255.250,42393.0,1900.0,17,2026-08-26 21:15:07.837272,2026-08-26 21:15:07.837272,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,40140.0,1900.0,17,2026-08-26 21:15:07.837998,2026-08-26 21:15:07.837998,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,36853.0,1900.0,17,2026-08-26 21:15:07.838446,2026-08-26 21:15:07.838446,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,49671.0,1900.0,17,2026-08-26 21:15:08.564336,2026-08-26 21:15:08.565553,482,538,1993,3,1511,0,0,0,0,0,0.001217,664.3333333333334,2465.0780608052587,1241577.6499589153
172.16.82.58,239.255.255.250,37352.0,1900.0,17,2026-08-26 21:15:08.574881,2026-08-26 21:15:08.574881,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,57239.0,1900.0,17,2026-08-26 21:15:08.575373,2026-08-26 21:15:08.575373,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,45058.0,1900.0,17,2026-08-26 21:15:08.575795,2026-08-26 21:15:08.575795,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,47902.0,1900.0,17,2026-08-26 21:15:08.667733,2026-08-26 21:15:08.671555,482,538,1993,3,1511,0,0,0,0,0,0.003822,664.3333333333334,784.9293563579278,395342.7524856096
172.16.82.58,239.255.255.250,46242.0,1900.0,17,2026-08-26 21:15:08.672446,2026-08-26 21:15:08.672446,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,56724.0,1900.0,17,2026-08-26 21:15:08.672936,2026-08-26 21:15:08.672936,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,34408.0,1900.0,17,2026-08-26 21:15:08.673374,2026-08-26 21:15:08.673374,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.57,239.255.255.250,59858.0,1900.0,17,2026-08-26 21:15:09.730955,2026-08-26 21:15:09.732215,482,538,1993,3,1511,0,0,0,0,0,0.00126,664.3333333333334,2380.9523809523807,1199206.349206349
172.16.82.57,239.255.255.250,44363.0,1900.0,17,2026-08-26 21:15:09.732648,2026-08-26 21:15:09.732648,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,58061.0,1900.0,17,2026-08-26 21:15:09.733054,2026-08-26 21:15:09.733054,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,59590.0,1900.0,17,2026-08-26 21:15:09.733460,2026-08-26 21:15:09.733460,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.39,140.82.112.25,50508.0,443.0,6,2026-08-26 21:15:09.743845,2026-08-26 21:15:10.011346,55,66,176,2,121,0,2,0,0,0,0.267501,88.0,7.4766075640838725,452.3347576270743
172.16.82.57,239.255.255.250,39368.0,1900.0,17,2026-08-26 21:15:09.834897,2026-08-26 21:15:09.835987,482,538,1993,3,1511,0,0,0,0,0,0.00109,664.3333333333334,2752.293577981651,1386238.5321100918
172.16.82.57,239.255.255.250,50462.0,1900.0,17,2026-08-26 21:15:09.845347,2026-08-26 21:15:09.845347,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.57,239.255.255.250,59256.0,1900.0,17,2026-08-26 21:15:09.845936,2026-08-26 21:15:09.845936,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.57,239.255.255.250,39658.0,1900.0,17,2026-08-26 21:15:09.846436,2026-08-26 21:15:09.846436,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,34229.0,1900.0,17,2026-08-26 21:15:10.564650,2026-08-26 21:15:10.565913,482,538,1993,3,1511,0,0,0,0,0,0.001263,664.3333333333334,2375.296912114014,1196357.8780680918
172.16.82.58,239.255.255.250,36279.0,1900.0,17,2026-08-26 21:15:10.566776,2026-08-26 21:15:10.566776,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,43217.0,1900.0,17,2026-08-26 21:15:10.567603,2026-08-26 21:15:10.567603,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,57834.0,1900.0,17,2026-08-26 21:15:10.573942,2026-08-26 21:15:10.573942,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
172.16.82.58,239.255.255.250,47689.0,1900.0,17,2026-08-26 21:15:10.669596,2026-08-26 21:15:10.670562,482,538,1993,3,1511,0,0,0,0,0,0.000966,664.3333333333334,3105.590062111801,1564182.1946169774
172.16.82.58,239.255.255.250,45032.0,1900.0,17,2026-08-26 21:15:10.673006,2026-08-26 21:15:10.673006,548,548,1096,1,548,0,0,0,0,0,0.0,1096.0,0.0,0.0
172.16.82.58,239.255.255.250,42400.0,1900.0,17,2026-08-26 21:15:10.673629,2026-08-26 21:15:10.673629,536,536,1072,1,536,0,0,0,0,0,0.0,1072.0,0.0,0.0
172.16.82.58,239.255.255.250,49360.0,1900.0,17,2026-08-26 21:15:10.677283,2026-08-26 21:15:10.677283,546,546,1092,1,546,0,0,0,0,0,0.0,1092.0,0.0,0.0
